code,name,city,country,latitude_deg,longitude_deg
MTS,Matsapha International Airport,Manzini,Eswatini,-26.528919,31.307577
MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,Mexico,18.103399,-94.580704
MTY,Monterrey International Airport,Monterrey,Mexico,25.778521,-100.106989
MTZ,Bar Yehuda Airfield,Masada,Israel,31.328199,35.388599
MUA,Munda Airport,Munda,Solomon Islands,-8.32797,157.263
MUB,Maun International Airport,Maun,Botswana,-19.970491,23.431409
MUC,Munich Airport,Munich,Germany,48.353802,11.7861
MUD,Mueda Airport,Mueda,Mozambique,-11.6729,39.563099
MUE,Waimea Kohala Airport,Waimea (Kamuela),United States,20.001301,-155.667999
MUH,Mersa Matruh International Airport,Marsa Matruh,Egypt,31.324313,27.22227
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),United States,40.435214,-76.568661
MUN,José Tadeo Monagas International Airport,Maturín,Venezuela,9.749023,-63.153348
MUO,Mountain Home Air Force Base,Mountain Home,United States,43.043598,-115.872002
MUR,Marudi Airport,Marudi,Malaysia,4.178734,114.330318
MUW,Ghriss Airport,Ghriss,Algeria,35.207699,0.147142
MUX,Multan International Airport,Multan,Pakistan,30.203199,71.419098
MVA,Mývatn Airport,Myvatn,Iceland,65.6558,-16.9181
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,-1.65616,13.438
MVD,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,Uruguay,-34.835647,-56.026497
MVF,Dix-Sept Rosado Airport,Mossoró,Brazil,-5.20192,-37.3643
MVP,Fabio Alberto Leon Bentley Airport,Mitú,Colombia,1.25366,-70.2339
MVQ,Mogilev Airport,Mogilev,Belarus,53.954898834228516,30.09510040283203
MVR,Salak Airport,Maroua,Cameroon,10.451399803161621,14.257399559020996
MVZ,Masvingo International Airport,Masvingo,Zimbabwe,-20.0553,30.8591
MWA,Veterans Airport of Southern Illinois,Marion,United States,37.751208,-89.016568
MWD,Mianwali Air Base,Mianwali,Pakistan,32.5630989074707,71.5707015991211
MWE,Merowe Airport,Merowe,Sudan,18.443333,31.843333
MWH,Grant County International Airport,Moses Lake,United States,47.20769882,-119.3199997
MWL,Mineral Wells Regional Airport,Mineral Wells,United States,32.781601,-98.060204
MWX,Muan International Airport,Muan (Piseo-ri),South Korea,34.991406,126.382814
MWZ,Mwanza International Airport,Mwanza,Tanzania,-2.446563,32.936049
MXF,Maxwell Air Force Base,Montgomery,United States,32.3829,-86.365799
MXI,Mati National Airport,Mati,Philippines,6.949091,126.27368
MXJ,Minna Airport,Minna,Nigeria,9.652170181274414,6.462259769439697
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,32.630629,-115.242805
MXM,Morombe Airport,Morombe,Madagascar,-21.753837,43.374753
MXN,Morlaix-Ploujean Airport,Morlaix/Ploujean,France,48.6031990051,-3.81577992439
MXP,Milan Malpensa International Airport,Ferno (VA),Italy,45.6306,8.72811
MXV,Mörön Airport,Mörön,Mongolia,49.663677,100.100028
MXX,Mora Airport,Mora,Sweden,60.957901,14.5114
MYA,Moruya Airport,Moruya,Australia,-35.8978004456,150.143997192
MYC,Escuela Mariscal Sucre Airport,Maracay,Venezuela,10.249978,-67.649422
MYD,Malindi International Airport,Malindi,Kenya,-3.22931,40.1017
MYE,Miyakejima Airport,Miyakejima,Japan,34.073600769,139.559997559
MYG,Mayaguana Airport,Abraham Bay Settlement,Bahamas,22.379499,-73.013494
MYJ,Matsuyama Airport,Matsuyama,Japan,33.826893,132.700114
MYL,McCall Municipal Airport,McCall,United States,44.888837,-116.101112
MYP,Mary International Airport,Mary,Turkmenistan,37.62353,61.895668
MYQ,Mysore Airport,Mysore,India,12.229751,76.653683
MYR,Myrtle Beach International Airport,Myrtle Beach,United States,33.679699,-78.928299
MYT,Myitkyina Airport,Myitkyina,Myanmar,25.3836,97.351898
MYU,Mekoryuk Airport,Mekoryuk,United States,60.372338,-166.269751
MYV,Yuba County Airport,Marysville,United States,39.09780121,-121.5699997
MYW,Mtwara Airport,Mtwara,Tanzania,-10.336204,40.181997
MYY,Miri Airport,Miri,Malaysia,4.32201,113.987
MZB,Mocímboa da Praia Airport,Mocímboa da Praia,Mozambique,-11.3618,40.3549
MZG,Penghu Magong Airport,Huxi,Taiwan,23.568701,119.627998
MZI,Mopti Airport,Sévaré,Mali,14.5128,-4.07956
MZL,La Nubia Airport,Manizales,Colombia,5.0296,-75.4647
MZO,Sierra Maestra International Airport,Manzanillo,Cuba,20.288605,-77.087545
MZQ,Mkuze Airport,Mkuze,South Africa,-27.626101,32.0443
MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,Afghanistan,36.70412,67.210459
MZS,Moradabad Airport,Moradabad,India,28.81746,78.92187
MZT,General Rafael Buelna International Airport,Mazatlàn,Mexico,23.162823,-106.264517
MZU,Muzaffarpur Airport,Muzaffarpur,India,26.119101,85.313698
MZV,Mulu Airport,Mulu,Malaysia,4.048329830169678,114.80500030517578
MZW,Mecheria Airport,Mecheria,Algeria,33.535900116,-0.242353007197
NAA,Narrabri Airport,Narrabri,Australia,-30.3192005157,149.82699585
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,21.092199,79.047203
NAH,Naha Airport,"Tabukan Utara, Sangihe Islands",Indonesia,3.68478,125.527162
NAJ,Nakhchivan International Airport,Nakhchivan,Azerbaijan,39.188801,45.458401
NAK,Nakhon Ratchasima Airport,Chaloem Phra Kiat,Thailand,14.9495,102.313004
NAL,Nalchik Airport,Nalchik,Russia,43.512901,43.6366
NAM,Namniwel Airport,Namniwel,Indonesia,-3.143159,126.976469
NAN,Nadi International Airport,Nadi,Fiji,-17.761822,177.437843
NAP,Naples International Airport,Napoli,Italy,40.886002,14.2908
NAQ,Qaanaaq Airport,Qaanaaq,Greenland,77.488602,-69.388702
NAS,Lynden Pindling International Airport,Nassau,Bahamas,25.039,-77.466202
NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,Natal,Brazil,-5.769822,-35.36661
NAV,Nevşehir Kapadokya Airport,Nevşehir,Turkey,38.7719,34.5345
NBC,Begishevo Airport,Nizhnekamsk,Russia,55.564701,52.092499
NBE,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.075833,10.438611
NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,29.82530022,-90.03500366
NBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),Angola,-9.050734,13.499078
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.318886,36.928233
NBS,Changbaishan Airport,Baishan,China,42.066944,127.602222
NBW,Leeward Point Field,Guantanamo Bay Naval Station,Cuba,19.9065,-75.2071
NBX,Douw Aturure Airport,Nabire,Indonesia,-3.397973,135.393071
NCA,North Caicos Airport,North Caicos,Turks and Caicos Islands,21.916094,-71.942954
NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",France,43.658401,7.21587
NCL,Newcastle International Airport,"Newcastle upon Tyne, Tyne and Wear",United Kingdom,55.037958,-1.689577
NCO,Quonset State Airport,North Kingstown,United States,41.597099304199,-71.412101745605
NCS,Newcastle Airport,Newcastle,South Africa,-27.7705993652,29.976900100699996
NCU,Nukus International Airport,Nukus,Uzbekistan,42.4884,59.623299
NCY,Annecy Meythet airport,Annecy,France,45.928947,6.0987
NDB,Nouadhibou International Airport,Nouadhibou,Mauritania,20.932404,-17.030199
NDC,Nanded Airport,Nanded,India,19.1833,77.316704
NDD,Sumbe Airport,Sumbe,Angola,-11.1679,13.8475
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,47.229969,123.914179
NDJ,N'Djamena International Airport,N'Djamena,Chad,12.1337,15.034
NDR,Nador Al Aaroui International Airport,Al Aaroui,Morocco,34.9888,-3.02821
NDU,Rundu Airport,Rundu,Namibia,-17.956499,19.7194
NEC,Necochea Airport,Necochea,Argentina,-38.490746,-58.816337
NEL,Lakehurst Maxfield Field Airport,Lakehurst,United States,40.03329849,-74.353302
NER,Chulman Airport,Neryungri,Russia,56.913898468018,124.91400146484
NEV,Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,17.2057,-62.589901
NEW,Lakefront Airport,New Orleans,United States,30.042400360107,-90.028297424316
NFG,Nefteyugansk Airport,Nefteyugansk,Russia,61.108299,72.650002
NFL,Fallon Naval Air Station,Fallon,United States,39.41659927,-118.7009964
NGB,Ningbo Lishe International Airport,Ningbo,China,29.82670021057129,121.46199798583984
NGE,N'Gaoundéré Airport,N'Gaoundéré,Cameroon,7.3570098876953125,13.559200286865234
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,United States,21.4505,-157.768005
NGO,Chubu Centrair International Airport,Tokoname,Japan,34.858398,136.804993
NGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,United States,27.6926,-97.2911
NGQ,Ngari Gunsa Airport,Shiquanhe,China,32.09794,80.053971
NGS,Nagasaki Airport,Nagasaki,Japan,32.916901,129.914001
NGU,Norfolk Naval Station (Chambers Field),Norfolk,United States,36.937599,-76.289299
NHD,Al Minhad Air Base,Dubai,United Arab Emirates,25.0268001556,55.3661994934
NHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,United States,38.285999,-76.411797
NHT,RAF Northolt,"Northolt, Greater London",United Kingdom,51.553001,-0.418167
NHV,Nuku Hiva Airport,Nuku Hiva,French Polynesia,-8.7956,-140.229004
NHZ,Brunswick Executive Airport,Brunswick,United States,43.89220047,-69.93859863
NIM,Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361
NIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,United States,30.2358,-81.680603
NIT,Niort - Marais Poitevin Airport,Niort/Souché,France,46.313477,-0.394529
NJA,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,Ayase / Yamato,Japan,35.454601,139.449997
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,60.949299,76.483597
NJF,Al Najaf International Airport,Najaf,Iraq,31.991116,44.405019
NJK,El Centro NAF Airport (Vraciu Field),El Centro,United States,32.829201,-115.671996
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,Mauritania,18.31,-15.969722
NKG,Nanjing Lukou International Airport,Nanjing,China,31.735032,118.865949
NKM,Nagoya Airport / JASDF Komaki Air Base,Nagoya,Japan,35.255759,136.924095
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,Turkey,37.3647,42.0582
NKW,Naval Support Facility Diego Garcia,Diego Garcia,British Indian Ocean Territory,-7.31327,72.411102
NKX,Miramar Marine Corps Air Station - Mitscher Field,San Diego,United States,32.86840057,-117.1429977
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,-12.96513,28.515624
NLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,United States,36.33300018,-119.9520035
NLD,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,27.443899,-99.570503
NLH,Ninglang Luguhu Airport,Ninglang,China,27.5403,100.7593
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,53.154999,140.649994
NLK,Norfolk Island International Airport,Burnt Pine,Norfolk Island,-29.041759,167.939474
NLO,Ndolo Airport,N'dolo,Democratic Republic of the Congo,-4.32666015625,15.327500343323
NLT,Xinyuan Nalati Airport,Xinyuan,China,43.4318,83.3786
NLU,Felipe Ángeles International Airport,Mexico City,Mexico,19.743824,-99.01507
NMA,Namangan International Airport,Namangan,Uzbekistan,40.984622,71.5578
NMB,Daman Airport,Daman,India,20.434401,72.843201
NMC,Normans Cay Airport,Normans Cay,Bahamas,24.594299,-76.820198
NMF,Maafaru International Airport,Noonu Atoll,Maldives,5.817407,73.468404
NMI,Navi Mumbai International Airport,Navi Mumbai,India,18.984597,73.065253
NMS,Namsang Airport,Namsang,Myanmar,20.890499114990234,97.73590087890625
NNA,Kenitra Air Base,Kenitra,Morocco,34.298901,-6.59588
NNG,Nanning Wuxu International Airport,Nanning (Jiangnan),China,22.598071,108.181922
NNM,Naryan Mar Airport,Naryan Mar,Russia,67.639999,53.121899
NOA,Naval Air Station Nowra - HMAS Albatross,Nowra Hill,Australia,-34.9466,150.542451
NOB,Nosara Airport,Nicoya,Costa Rica,9.976490020750001,-85.65299987790002
NOC,Ireland West Airport Knock,Charlestown,Ireland,53.910439,-8.817002
NOG,Nogales International Airport,Nogales,Mexico,31.225756,-110.976934
NOI,Krymsk Air Base,Krymsk,Russia,44.962905,37.999071
NOJ,Noyabrsk Airport,Noyabrsk,Russia,63.18330001831055,75.2699966430664
NOP,Sinop Airport,Sinop,Turkey,42.018313,35.071774
NOS,Nosy Be International Airport,Nosy Be,Madagascar,-13.3121,48.3148
NOU,La Tontouta International Airport,Nouméa (La Tontouta),New Caledonia,-22.014601,166.212997
NOV,Albano Machado Airport,Huambo,Angola,-12.8089,15.7605
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,53.811401,86.877197
NPA,Naval Air Station Pensacola Forrest Sherman Field,Pensacola,United States,30.352699,-87.318604
NPE,Hawke's Bay Airport,Napier,New Zealand,-39.465801,176.869995
NPL,New Plymouth Airport,New Plymouth,New Zealand,-39.00859832763672,174.1790008544922
NPO,Nanga Pinoh Airport,Nanga Pinoh-Borneo Island,Indonesia,-0.34864,111.746155
NPT,Newport State Airport,Newport,United States,41.532207,-71.281039
NQA,Millington-Memphis Airport,Millington,United States,35.356701,-89.8703
NQI,Kingsville Naval Air Station,Kingsville,United States,27.5072002411,-97.8097000122
NQN,Presidente Perón International Airport,Neuquén,Argentina,-38.949001,-68.155701
NQT,Nottingham City Airport,"Nottingham, Nottinghamshire",United Kingdom,52.919998,-1.07917
NQX,Naval Air Station Key West/Boca Chica Field,Key West,United States,24.57579994,-81.68890381
NQY,Cornwall Airport Newquay,Newquay,United Kingdom,50.440601,-4.99541
NQZ,Nursultan Nazarbayev International Airport,Astana,Kazakhstan,51.027035,71.467094
NRA,Narrandera Airport,Narrandera,Australia,-34.7022018433,146.511993408
NRB,Naval Station Mayport / Admiral David L McDonald Field,Jacksonville,United States,30.3911,-81.424698
NRK,Norrköping Airport,Norrköping,Sweden,58.586299896240234,16.250600814819336
NRN,Weeze (Niederrhein) Airport,Weeze,Germany,51.601362,6.141228
NRR,José Aponte de la Torre Airport,Ceiba,Puerto Rico,18.247262,-65.63979
NRT,Narita International Airport,Narita,Japan,35.76858,140.388714
NSE,Whiting Field Naval Air Station - North,Milton,United States,30.7241993,-87.02189636
NSH,Nowshahr Airport,Nowshahr,Iran,36.664286,51.46273
NSI,Yaoundé Nsimalen International Airport,Yaoundé,Cameroon,3.72256,11.5533
NSK,Alykel International Airport,Norilsk,Russia,69.307951,87.325906
NSN,Nelson Airport,Nelson,New Zealand,-41.298302,173.220993
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,8.539620399475098,99.9447021484375
NTB,Notodden Airport,Notodden,Norway,59.565071,9.213152
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,United States,34.120300293,-119.121002197
NTE,Nantes Atlantique Airport,Nantes,France,47.153198,-1.61073
NTG,Nantong Xingdong International Airport,Nantong (Tongzhou),China,32.073566,120.980076
NTL,Newcastle Airport,Williamtown,Australia,-32.796114,151.835025
NTN,Normanton Airport,Normanton,Australia,-17.68409,141.069664
NTQ,Noto Satoyama Airport,Wajima,Japan,37.293098,136.962006
NTR,Del Norte International Airport,Monterrey,Mexico,25.865601,-100.237
NTU,Oceana Naval Air Station,Virginia Beach,United States,36.820702,-76.033501
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.90871,108.388
NTY,Pilanesberg International Airport,Pilanesberg,South Africa,-25.333799,27.173401
NUE,Nuremberg Airport,Nuremberg,Germany,49.498699,11.078056
NUI,Nuiqsut Airport,Nuiqsut,United States,70.209999,-151.005998
NUJ,Nojeh Air Base,Amirabad,Iran,35.211601,48.6534
NUM,Neom Bay Airport,Sharma,Saudi Arabia,27.924261,35.29358
NUQ,Moffett Federal Airfield,Mountain View,United States,37.4161,-122.049004
NUU,Nakuru Lanet Airport,Nakuru,Kenya,-0.298419,36.159193
NUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,United States,48.351799,-122.655998
NUX,Novy Urengoy Airport,Novy Urengoy,Russia,66.06939697265625,76.52030181884766
NVA,Benito Salas Airport,Neiva,Colombia,2.95015,-75.294
NVI,Navoi International Airport,Navoi,Uzbekistan,40.117599,65.172658
NVS,Nevers-Fourchambault Airport,"Marzy, Nièvre",France,47.002913,3.113114
NVT,Ministro Victor Konder International Airport,Navegantes,Brazil,-26.879431,-48.650979
NWA,Mohéli Bandar Es Eslam Airport,Fomboni,Comoros,-12.298096,43.766496
NWI,Norwich Airport,"Norwich, Norfolk",United Kingdom,52.6758,1.28278
NYA,Nyagan Airport,Nyagan,Russia,62.110001,65.614998
NYG,Quantico Marine Corps Airfield / Turner Field,Quantico,United States,38.501701,-77.305298
NYI,Sunyani Airport,Sunyani,Ghana,7.36183,-2.32876
NYK,Nanyuki Civil Airport,Gathiuru,Kenya,-0.062352,37.041296
NYM,Nadym Airport,Nadym,Russia,65.48090362548828,72.69889831542969
NYO,Stockholm Skavsta Airport,Nyköping,Sweden,58.789656,16.911479
NYT,Nay Pyi Taw International Airport,Naypyitaw,Myanmar,19.623501,96.200996
NZC,Maria Reiche Neuman Airport,Nazca,Peru,-14.854,-74.961502
NZH,Manzhouli Xijiao Airport,Manzhouli,China,49.566667,117.33
NZL,Zhalantun Genghis Khan Airport,Zhalantun,China,47.865942,122.768662
NZY,North Island Naval Air Station-Halsey Field,San Diego,United States,32.69919968,-117.2149963
OAG,Orange Airport,Orange,Australia,-33.382014,149.131262
OAI,Bagram Airfield,Bagram,Afghanistan,34.946098,69.264999
OAJ,Albert J Ellis Airport,Richlands,United States,34.829201,-77.612099
OAK,Oakland San Francisco Bay Airport,Oakland,United States,37.720085,-122.221184
OAX,Xoxocotlán International Airport,Oaxaca,Mexico,16.998773,-96.726092
OBF,Oberpfaffenhofen Airport,Weßling,Germany,48.081402,11.2831
OBO,Tokachi-Obihiro Airport,Obihiro,Japan,42.7332992554,143.216995239
OBS,Aubenas-South Ardèche Airport,"Lanas, Ardèche",France,44.544367,4.372194
OCA,Ocean Reef Club Airport,Key Largo,United States,25.325399,-80.274803
OCC,Francisco De Orellana Airport,Coca,Ecuador,-0.462886,-76.986801
OCE,Ocean City Municipal Airport,Ocean City,United States,38.310398,-75.124001
OCJ,Ian Fleming International Airport,Boscobel,Jamaica,18.404079,-76.969754
OCN,Oceanside Municipal Airport,Oceanside,United States,33.217947,-117.351683
OCS,Corisco International Airport,Corisco Island,Equatorial Guinea,0.910937,9.33027
OCV,Aguas Claras Airport,Ocaña,Colombia,8.31506,-73.3583
ODB,Córdoba Airport,Córdoba,Spain,37.841999,-4.84888
ODE,Odense Hans Christian Andersen Airport,Odense,Denmark,55.475307,10.327206
ODH,RAF Odiham,"Hook, Hampshire",United Kingdom,51.2341,-0.942825
ODS,Odesa International Airport,Odesa,Ukraine,46.427196,30.672649
OEC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,Timor-Leste,-9.198419,124.337873
OER,Örnsköldsvik Airport,Örnsköldsvik,Sweden,63.40829849243164,18.989999771118164
OFF,Offutt Air Force Base,Omaha,United States,41.119307,-95.90851
OFK,Karl Stefan Memorial Airport,Norfolk,United States,41.985500335693,-97.435096740723
OGB,Orangeburg Municipal Airport,Orangeburg,United States,33.456798553467,-80.859497070312
OGD,Ogden Hinckley Airport,Ogden,United States,41.195899963379,-112.0120010376
OGG,Kahului International Airport,Kahului,United States,20.896263,-156.431837
